Term,Clinton,Trump
teacher,3.47235659,0.287988855
teachers,3.76603109,0.265531531
teachers and,0.683168493,1.463767739
teaching,1.030528574,0.970375811
tech,2.277040344,0.439166571
technology,2.226181243,0.449199724
ted,0.407743804,2.452520405
ted cruz,2.110858504,0.473740897
television,0.264626021,3.778917866
tell,0.967768177,1.033305314
term,1.312435456,0.761942232
terms,0.336070094,2.975569737
terms of,0.846658435,1.181113845
terrorist,2.575505131,0.388273348
terrorists,2.520068596,0.396814595
test,3.069568614,0.325778676
than any,0.924106912,1.082125874
than anybody,0.342693338,2.918060812
than ever before,0.689590906,1.450135133
thank,1.110010945,0.900892018
thank you for,0.851043532,1.175028025
thanks,2.116688092,0.472436163
thanks to,2.182635059,0.458161797
that,1.119032481,0.89362911
that is,1.307594829,0.76476289
that is what,1.32491873,0.754763275
that is why,1.225792025,0.815799075
that my,1.411371382,0.708530733
that nobody,0.690910629,1.447365199
that people,1.632936364,0.612393736
that the,1.497892404,0.667604694
that they,1.373818054,0.727898427
that was,0.842909772,1.1863666
that was the,0.920438755,1.086438391
that we,1.058243405,0.944962185
that we can,0.76673636,1.304229267
that we have,1.070828718,0.933856165
that when,2.124253514,0.470753605
that why,0.758662795,1.31810866
that will,0.888133495,1.125956858
that women,1.032375169,0.968640112
the,0.82572249,1.211060631
the 1990,1.985278701,0.503707615
the 21st,1.45104986,0.689156195
the affordable,1.366192084,0.731961495
the affordable care,1.341339318,0.745523513
the apprentice,0.458951258,2.178880618
the auto,2.156511272,0.463711928
the barriers,2.188954851,0.456839025
the barriers that,1.132557055,0.882957725
the biggest,0.9858873,1.014314719
the border,0.641769241,1.558192471
the budget,0.93076036,1.074390404
the challenges,1.190182708,0.840207132
the chance,1.943362961,0.514571915
the chance to,1.750615273,0.571227737
the children,1.096425659,0.91205454
the children defense,1.521593717,0.657205658
the children health,1.104109118,0.905707582
the clean,1.286822379,0.777108027
the clean energy,1.245776054,0.802712492
the community,1.366859015,0.731604349
the congress,1.906533855,0.52451206
the cost,1.352486431,0.739378952
the credit,1.133152444,0.882493795
the credit he,1.265745287,0.790048369
the crowd,0.585873073,1.706854345
the deal,0.578009255,1.730076103
the debt,1.423926759,0.702283312
the democratic,1.298310315,0.770231884
the democratic party,0.614344822,1.627750351
the door,1.689767172,0.591797507
the economy,0.793945044,1.259533021
the education,1.663640937,0.601091244
the end,0.593375265,1.685274157
the end of,1.40180162,0.713367702
the enemy,0.494572635,2.021947698
the escalator,0.669755246,1.493082742
the evangelicals,0.736794396,1.357230735
the families,2.208875756,0.452718989
the federal,2.102727541,0.475572789
the federal government,1.020961515,0.979468849
the financial,3.212959249,0.311239553
the first place,1.338233128,0.747253957
the future,1.580261068,0.632806832
the future and,1.472913822,0.678926346
the granddaughter,1.093919688,0.914143891
the granddaughter of,1.082281128,0.923974349
the great depression,2.007672794,0.498089132
the great recession,1.826624331,0.547457944
the greatest,1.932741797,0.517399687
the ground,1.462759521,0.683639372
the gun,3.402740664,0.293880756
the guy,0.806878683,1.239343685
the hard,1.822309195,0.548754296
the head,0.634063842,1.577128254
the health,1.33717065,0.747847704
the health care,1.851086918,0.540223147
the hell,0.992061601,1.008001922
the history,1.479336781,0.675978596
the history of,0.775184132,1.290016086
the idea,3.02569493,0.330502586
the iran,0.508239972,1.967574484
the iran deal,0.642319998,1.5568564
the issues,0.619115573,1.615207312
the kind,0.940879099,1.062835811
the lgbt,1.302378767,0.767825786
the lgbt community,1.044148303,0.95771836
the lives,1.498397003,0.667379872
the media,0.421372071,2.373199531
the middle class,0.869624535,1.149921557
the military,0.544906165,1.835178356
the minimum,1.015086574,0.985137648
the minimum wage,1.310682307,0.762961394
the money,0.856753374,1.167197038
the mortgage,1.589588835,0.629093498
the new york,0.824669345,1.212607218
the oil,0.33685913,2.968599958
the old,0.759659337,1.316379529
the one,0.362481626,2.758760522
the one thing,0.587437098,1.702309922
the only one,0.725162484,1.379001288
the opportunities,1.713504927,0.583599139
the opportunity,1.183057235,0.845267642
the other day,0.853723708,1.171339147
the past,0.749295443,1.334587056
the people,0.564615784,1.771115913
the people that,1.699411012,0.588439167
the place,0.417439205,2.395558413
the politicians,0.516715192,1.935302107
the polls,0.972901814,1.027852951
the press,0.31542188,3.170357113
the progress,1.599068032,0.625364262
the progress we,1.327398793,0.753353103
the promise,1.6949453,0.589989541
the promise of,1.505176947,0.664373715
the race,0.535874086,1.866110017
the republican party,0.547096666,1.827830551
the republicans,1.311857921,0.762277671
the resources,1.255936001,0.796218915
the rest,1.131151479,0.884054893
the same,1.200985567,0.832649473
the senate,1.092425828,0.915393956
the state of,0.255952552,3.906974131
the supreme,1.123030232,0.890447979
the supreme court,2.29095752,0.436498709
the tax,2.440516129,0.409749392
the things,0.556090928,1.798267063
the top,1.284043089,0.778790065
the veterans,0.452463876,2.21012119
the vets,0.540622697,1.849718863
the wall,0.530651739,1.88447512
the way,1.614631399,0.619336401
the way of,2.44234497,0.40944257
the way the,0.747203711,1.338323117
the wealthy,2.156993825,0.463608189
the whole,0.619832713,1.613338534
the word,0.667177615,1.498851248
the work,1.375283898,0.727122597
the work that,2.207732042,0.45295352
the world trade,0.514638631,1.943111029
the worst financial,1.133032029,0.882587583
their,1.068765676,0.935658791
their fair,0.817929221,1.222599675
their families,0.868117765,1.151917447
their kids,1.105709905,0.904396348
their own,1.55310272,0.643872416
their parents,0.798177099,1.252854788
themselves,1.848040418,0.541113706
themselves and,1.003804734,0.996209687
then he,0.796006498,1.256271151
then we have,1.435595913,0.696574845
there are,1.571390064,0.636379231
there are lot,1.579090567,0.6332759
there is,1.322562888,0.756107713
these,0.465791892,2.146881509
these are,1.023384213,0.977150114
these countries,0.546314639,1.830447014
these guys,0.569611907,1.755581279
these other,0.695694546,1.437412447
these people,0.428078429,2.336020531
these politicians,0.743093019,1.345726543
they,0.708489878,1.411452768
they are,0.918352645,1.08890632
they are all,0.521081776,1.919084578
they are doing,0.478181813,2.091254776
they are going,0.477556947,2.093991107
they don,0.584995764,1.709414087
they don want,1.117542911,0.894820226
they go,0.639504763,1.563710012
they have,0.679991482,1.470606658
they have done,0.585397421,1.708241211
they live,1.431486414,0.698574566
they need,2.178822718,0.458963454
they need to,1.036218905,0.965047053
they re,0.401184499,2.492618738
they re going,1.176077607,0.850284024
they said,0.412203328,2.425987209
they said he,0.724252102,1.380734688
they say,0.712037411,1.404420589
they want,0.583012599,1.715228798
they wanted,0.48355459,2.068018836
they will,0.786871131,1.270856129
thing,0.427572968,2.338782092
thing that,0.839060367,1.191809361
things,0.807083192,1.239029645
things that,0.564151547,1.772573355
think about,1.486024896,0.672936236
think we should,1.61368932,0.619697973
this campaign,4.122159889,0.242591269
this country,0.346017649,2.89002599
this country and,0.952371273,1.050010672
this election,3.022927267,0.33080518
this election is,1.266225335,0.789748848
this guy,1.074196641,0.93092825
this money,0.598818338,1.669955538
this room,0.486084048,2.057257389
this state,2.48780482,0.401960794
this stuff,0.413243935,2.419878225
this was,0.371721762,2.690184167
those,1.24058546,0.80607103
those at,1.413909264,0.707258963
those jobs,1.685298562,0.593366673
those of,1.597278424,0.626064927
those who,0.447720377,2.233536939
those who are,1.817441938,0.550223905
thought,0.788564904,1.268126434
threat,1.46074765,0.68458094
threats,1.070790299,0.933889671
thrilled,2.222600625,0.449923386
tim,1.511030811,0.661799874
times,0.800663265,1.248964508
to,1.41098554,0.708724485
to all,1.182992229,0.845314091
to avoid,1.744451947,0.573245942
to be,1.14309011,0.874821671
to be able,1.809908864,0.552514008
to be secretary,1.65130672,0.605581015
to be so,0.742073683,1.347575077
to be very,0.455368353,2.196024367
to borrow,1.906913478,0.524407642
to break,1.147321529,0.871595254
to break down,1.23363065,0.810615398
to build on,1.813270038,0.551489838
to build wall,0.694457282,1.43997338
to buy,3.823485754,0.261541448
to choose,1.299700999,0.769407734
to citizenship,1.707079668,0.585795742
to college,1.945781416,0.513932342
to come in,0.681473126,1.467409296
to come into,0.838917465,1.192012375
to create,1.009474806,0.990614124
to create more,1.100051778,0.909048119
to deal,2.158778168,0.463224992
to defeat,1.868381116,0.535222708
to defeat isis,1.310789382,0.76289907
to defend,1.449828482,0.68973676
to do,0.949291283,1.053417447
to do better,1.41996265,0.704243876
to do everything,1.228030766,0.814311846
to do more,3.375139928,0.296284012
to do to,1.79101841,0.558341553
to figure,1.339873488,0.74633912
to figure out,2.122732529,0.471090911
to find,1.0904139,0.917082954
to find common,0.865443933,1.155476354
to focus,1.090171343,0.917287
to get,1.641268649,0.609284775
to get ahead,1.420593944,0.703930919
to get the,0.845047034,1.183366084
to go after,1.942710657,0.514744693
to go back,2.581830556,0.387322087
to go to,1.399915499,0.714328829
to happen,0.341989867,2.924063243
to have better,1.611429318,0.620567089
to have the,1.247532391,0.801582393
to health,2.333999334,0.428449137
to help,1.132684652,0.882858259
to help people,1.242924244,0.804554264
to his,1.502247182,0.665669413
to his or,1.259051231,0.794248856
to improve,1.579541046,0.633095292
to invest,1.869490257,0.534905168
to invest in,1.391615441,0.718589325
to keep,0.992691182,1.00736263
to keep us,1.07139596,0.933361742
to know,0.815674316,1.225979513
to learn,0.690331006,1.44858045
to lift,1.004969252,0.995055319
to live,0.919578246,1.087455041
to live up,1.304661888,0.766482113
to make,0.83463742,1.198125049
to make college,1.084084878,0.922436998
to make her,1.162418661,0.860275247
to make it,1.145854367,0.872711253
to make sure,0.835153242,1.197385043
to meet,1.766008143,0.566248805
to mess,0.811411288,1.232420617
to mexico,0.77222435,1.29496046
to move,1.469592067,0.68046094
to power,0.503483168,1.986163715
to prevent,1.498678263,0.667254624
to protect,0.909427367,1.099593036
to provide,1.413647999,0.707389676
to raise,0.712460432,1.403586719
to raise the,1.24569671,0.80276362
to reach,1.027471234,0.973263257
to recognize,0.762628882,1.311253774
to refinance,1.377197747,0.726112138
to run,0.671424577,1.489370563
to say it,0.337480556,2.963133674
to school,3.274529261,0.305387407
to stand,1.374157524,0.727718608
to stand up,1.571802822,0.636212116
to succeed,1.100343958,0.908806735
to support,0.795205967,1.257535835
to tackle,1.937502222,0.51612844
to take on,2.500372752,0.399940369
to talk to,1.245736694,0.802737854
to the,0.939095515,1.064854409
to the gun,1.273148525,0.785454313
to the senate,2.699551728,0.370431872
to try,1.643879207,0.608317202
to try to,0.811669966,1.232027847
to use,0.298739823,3.347394361
to use it,0.759211171,1.317156593
to win,0.941416711,1.062228861
to win so,0.855756633,1.168556529
to work,0.674151286,1.483346574
to work for,0.858719492,1.164524631
to work to,1.469466247,0.680519203
to work together,1.519841078,0.657963529
to work with,0.960068382,1.041592473
together,1.923647357,0.5198458
together to,2.003385936,0.499154947
together we,1.372094511,0.728812769
tomorrow,1.877383142,0.532656322
tomorrow where,1.453359453,0.688061029
too,1.423111161,0.702685797
too many,1.161706306,0.860802765
top,1.034843524,0.966329669
total,0.296001516,3.37836108
totally,0.161151019,6.205359449
tough,0.581767251,1.718900467
toward,1.981518878,0.504663373
towards,0.885835535,1.128877721
tower,0.382373803,2.615241924
tpp,0.349427972,2.861820121
trade,0.699182078,1.43024261
trade center,0.678396926,1.474063282
trade deals,1.040999403,0.960615344
trade deficit,0.67813817,1.474625739
training,3.192222688,0.313261354
traveled,1.386439539,0.721271986
tremendous,0.109206135,9.156994703
trickle,1.777203883,0.562681643
tried,1.613180249,0.61989353
trillion,0.507714377,1.969611352
troops,2.755203261,0.362949628
trump,0.85564448,1.168709696
trump is,0.8373068,1.194305361
trump tower,0.682789053,1.464581185
trust,1.840242378,0.54340668
try,1.429362822,0.699612432
try to,2.967449673,0.336989708
try to do,1.497986068,0.667562951
trying,1.574832848,0.634988025
trying to,1.038222293,0.963184866
tuition,2.310356558,0.432833623
tunnels,2.162238922,0.462483581
turkey,1.960521292,0.510068421
turnberry,0.342436279,2.920251334
turning,3.708871414,0.269623799
unaccountable,3.409584315,0.293290885
unaccountable money,3.163810399,0.316074566
unbelievable,0.395872067,2.526068607
under,1.681201119,0.594812833
under the,1.729388496,0.578239073
union,1.061917243,0.941692968
unions,1.897315335,0.527060516
universal,1.96644378,0.508532209
universal health,1.664136784,0.600912142
universities,1.906730823,0.524457877
university,1.164997723,0.858370777
up at night,1.082870855,0.923471156
up every,1.990734941,0.502327045
up for,1.963507725,0.509292623
up to,0.772268256,1.294886838
up to their,1.155377849,0.865517719
us,1.363918275,0.733181759
us back,1.801695705,0.555032682
us safe,1.392405563,0.718181561
us to,0.663870416,1.506318064
use,0.932873823,1.07195633
used to say,0.584784995,1.710030196
various,0.244884981,4.083549745
ve,0.445459443,2.24487328
ve done,0.560295053,1.784773922
ve ever,0.829518876,1.205518077
ve got to,2.28436469,0.437758474
ve never,0.627488986,1.593653471
very,0.621909853,1.607950084
very clear,1.988022613,0.503012387
very important,0.47467726,2.106694558
very nice,0.688506393,1.452419338
very successful,0.627794524,1.592877863
very very,0.322282826,3.102864689
vets,0.336026079,2.97595949
violence,1.1317414,0.883594079
virtually,0.239553286,4.174436574
vision,2.775547196,0.360289316
volunteers,2.012059076,0.4970033
votes,0.905947441,1.103816794
votes than,0.806035195,1.240640615
voting,1.987588688,0.503122203
voting rights,1.653194746,0.604889413
wage,6.877836797,0.145394552
wages,0.966183886,1.034999666
wall and,1.056557678,0.946469863
wall street,3.439702918,0.290722782
want to make,1.05369564,0.949040655
want to thank,1.17428044,0.851585333
want us,1.219372318,0.820094064
want us to,1.642671033,0.608764616
want you,2.72369104,0.367148838
want you to,1.142075608,0.875598772
warriors,0.320880119,3.116428664
was,1.020323045,0.980081755
was going,0.544368519,1.836990871
was going to,1.36584065,0.73214983
was in the,3.579582463,0.279362191
was secretary,1.620208599,0.617204477
was secretary of,1.470072173,0.680238711
was the,0.404921869,2.469612233
was watching,0.503878052,1.984607181
waste,0.655737918,1.524999505
watch,0.377363826,2.649962531
watching,0.472269091,2.117436898
water systems,1.584696429,0.631035687
way of,1.540995749,0.648931057
way the,0.673838225,1.484035727
way they,0.574702624,1.740030337
way to,1.244391908,0.803605354
ways,2.702058034,0.370088276
ways to,1.586256531,0.630415056
we,0.82687777,1.209368587
we also,1.187942351,0.841791691
we also have,1.433141296,0.697767905
we are,0.841611442,1.188196774
we are going,1.520083498,0.657858599
we can,1.610940794,0.620755278
we can do,0.938384765,1.06566095
we can to,1.308996344,0.763944074
we do,1.311852326,0.762280922
we don,1.051151374,0.951337766
we face,0.753573028,1.327011402
we finally,1.574612684,0.63507681
we go,0.867498304,1.152740006
we have got,1.511692991,0.66150998
we have made,1.477749206,0.676704813
we have people,0.542404399,1.843642864
we have to,1.082392651,0.923879147
we know,2.122742234,0.471088757
we need,1.288753205,0.775943754
we need more,1.639816667,0.609824269
we need to,1.082343467,0.923921131
we re,0.348816539,2.86683654
we re going,1.34757389,0.742074336
we should,1.06184728,0.941755014
we should be,1.225802896,0.81579184
we ve got,1.126176971,0.887959908
we won,0.595482741,1.679309796
we work,1.142730272,0.875097146
wealthy,2.771620133,0.360799804
weapons,1.489925378,0.671174553
weeks,0.979732985,1.020686264
weeks ago,1.059643072,0.943713998
well in,0.286716253,3.487768792
went to work,1.819275677,0.549669307
what,1.512270607,0.661257314
what can,1.652144401,0.60527397
what going,0.509357274,1.963258506
what going on,1.086503607,0.920383507
what happening,0.358731323,2.787601576
what is going,1.046651906,0.955427486
what kind,1.623784302,0.615845343
what want,0.777775989,1.285717243
what we,0.982338671,1.01797886
what we can,1.506097935,0.663967446
what will,1.546495095,0.646623454
what works,2.148111918,0.465525093
when think,1.179308708,0.847954393
when think about,1.26615267,0.789794173
when was,1.5206879,0.657597131
when you,0.888467976,1.12553297
where they,0.447736521,2.233456405
where they are,0.876810025,1.140497909
whether we,2.35213721,0.425145266
which is,0.502546676,1.989864918
white,1.664207324,0.600886672
who,1.387320276,0.720814088
who are,2.047822465,0.488323581
who are working,1.129171484,0.885605078
who can,1.073441975,0.931582725
who had,2.25855589,0.442760794
who has,1.310399307,0.763126167
who have,1.014263572,0.985937017
who were,1.705063631,0.586488376
who work,0.803960473,1.243842246
who works,1.600396522,0.624845147
whole,0.987398279,1.012762551
why,1.11419578,0.897508335
why have,1.925757815,0.519276096
wife,0.358204744,2.791699489
will,0.719201216,1.390431465
will defend,4.0680867,0.245815803
will do,1.080759273,0.925275429
will do everything,0.805356151,1.241686674
will fight,1.615632677,0.618952571
will help,1.385451658,0.721786281
will say,1.092040596,0.915716873
will stand,1.083092144,0.923282479
will work,0.366773721,2.726476689
willing,1.106283823,0.903927165
willing to,1.08045124,0.925539222
win,0.401466222,2.49086958
win so,0.756377248,1.322091591
win so much,0.861126123,1.161270078
winning,0.286440949,3.491120954
with,1.048748763,0.953517215
with china,0.353036272,2.832570135
with disabilities,1.468373451,0.681025661
with my,1.467468624,0.681445575
with republicans,1.636866544,0.610923355
with rising,1.21854913,0.820648077
with something,0.52679038,1.898288272
woman right,1.233840146,0.810477762
women,2.179607099,0.458798285
women and,0.575936015,1.73630399
women in,2.095039904,0.477317877
women rights,1.77519017,0.563319929
women who,2.24278039,0.445875131
won,0.327172545,3.056491185
work,2.376904856,0.420715199
work and,0.715231107,1.39814948
work for,1.346862306,0.742466394
work hard,1.101471397,0.907876503
work hard and,1.166791229,0.857051352
work in,1.201556992,0.83225349
work in the,2.244328996,0.445567473
work that,0.983696494,1.016573716
work to,2.275871092,0.439392197
work to do,2.511102517,0.398231451
work together,0.907335528,1.102128121
work we,2.360849619,0.423576323
work with,0.805041924,1.242171332
worked,1.285345058,0.778001202
worked hard,3.046605144,0.328234199
worked with,2.782624933,0.359372903
workers,2.817455771,0.35493015
workers rights,1.23711871,0.808329865
working,1.655821146,0.603929961
working americans,0.834391871,1.198477639
working families,1.468198283,0.681106913
working for,1.271980841,0.786175364
working people,0.992107944,1.007954836
working to,1.08077203,0.925264507
working with,1.370186394,0.729827711
works,1.573813191,0.635399427
world trade,0.434218504,2.302987992
would,1.018720461,0.981623554
would have,0.834551169,1.198248876
would not,0.659774333,1.515669753
would say,0.384070746,2.603686979
would ve,0.976861225,1.02368686
would you,0.348468855,2.869696922
wouldn,0.351597345,2.844162543
wounded,0.374959987,2.666951233
wounded warriors,0.439066957,2.277556953
years ago,0.629815111,1.587767557
yes,2.511028817,0.39824314
you,0.910946905,1.097758821
you are going,0.624808906,1.60048935
you cannot,0.314755029,3.177073939
you for,1.55120561,0.644659865
you had,0.538369601,1.857460003
you have,0.725194066,1.378941234
you have to,0.627024273,1.594834592
you like,0.314657467,3.178059011
you look,0.724472587,1.380314477
you look at,0.403070765,2.480953935
you people,0.342162677,2.922586439
you re going,0.348473271,2.869660556
you should be,1.916821275,0.521697048
you think,0.549194716,1.820847819
you to,0.901526343,1.109229927
you to know,2.620082975,0.381667302
you understand,0.24489749,4.083341156
you work,1.271288079,0.786603773
you would,0.546364997,1.830278303
young,1.488564116,0.671788329
young man,2.852096965,0.350619215
young people,3.128677687,0.319623848
young people and,1.369893265,0.729983879
young people to,1.380836975,0.724198452
young people who,1.432016185,0.69831613
young person,1.787928147,0.559306593
your,1.102390275,0.907119759
your debt,2.196843578,0.455198545
your part,1.239052998,0.80706798
your part you,1.083309785,0.923096988
your student,1.116433627,0.895709316
zip,1.14785586,0.871189524
